,index,Baseline: People Moving,Crisis: People Moving,x0,y0,x1,y1
0,2040,15.666666666666998,28,62.788086,8.425543,62.963867,8.425543
1,2041,11.0,11,62.788086,8.425543,62.963867,8.509829
2,2073,11.0,20,62.788086,9.434505,62.963867,9.350634
3,2074,10.333333333333,10,62.788086,9.434505,62.963867,9.098787
4,2075,12.0,10,62.788086,9.434505,63.051758,9.098787
5,2116,19.333333333333,48,62.875977,8.425543,62.963867,8.425543
6,2117,12.0,31,62.875977,8.425543,62.963867,8.509829
7,2158,11.0,42,62.963867,9.098787,62.963867,9.182774
8,2159,22.333333333333,64,62.963867,9.098787,63.051758,9.098787
9,2160,10.333333333333,21,62.963867,9.182774,62.963867,9.098787
10,2185,14.0,25,63.051758,8.678289,63.051758,8.762463
11,2186,14.666666666666998,42,63.051758,8.678289,63.13965,8.678289
12,2187,21.333333333333,57,63.051758,9.098787,62.963867,9.098787
13,2226,12.0,13,63.13965,9.350634,63.051758,9.350634
14,2227,39.333333333333,95,63.13965,11.435509,63.22754,11.435509
15,2233,13.0,34,63.13965,8.425543,63.051758,8.425543
16,2245,54.4,92,63.22754,11.435509,63.13965,11.435509
17,2257,15.666666666666998,36,63.22754,9.68589,63.31543,9.68589
18,2264,13.0,49,63.31543,8.425543,63.40332,8.425543
19,2280,11.0,26,63.31543,10.271082,63.31543,10.354521
20,2289,17.666666666667,49,63.40332,8.425543,63.49121,8.425543
21,2290,11.0,31,63.40332,10.104082,63.49121,10.104082
22,2292,10.333333333333,39,63.40332,8.9307,63.49121,8.9307
23,2303,28.0,46,63.49121,8.425543,63.40332,8.425543
24,2304,39.666666666667,68,63.49121,8.425543,63.49121,8.509829
25,2305,14.666666666666998,26,63.49121,8.425543,63.49121,8.341221
26,2306,69.666666666667,100,63.49121,8.425543,63.5791,8.425543
27,2307,24.0,42,63.49121,8.425543,63.5791,8.341221
28,2308,19.333333333333,38,63.49121,8.425543,63.5791,8.509829
29,2309,18.666666666667,55,63.49121,8.509829,63.49121,8.425543
