,index,Baseline: People Moving,Crisis: People Moving,x0,y0,x1,y1
0,8183,35.928571428571,107,62.788086,8.425543,62.963867,8.425543
1,8184,24.5,70,62.788086,8.425543,62.963867,8.509829
2,8186,12.357142857143,38,62.788086,8.425543,62.963867,8.594076
3,8187,10.642857142857,19,62.788086,8.425543,63.051758,8.256863
4,8189,11.357142857143,17,62.788086,8.425543,63.13965,8.425543
5,8190,15.071428571429,17,62.788086,8.425543,63.22754,8.256863
6,8191,25.5,42,62.788086,8.425543,63.31543,8.172468
7,8192,18.071428571429,17,62.788086,8.425543,63.49121,8.425543
8,8194,12.357142857143,16,62.788086,8.425543,63.666992,8.0880375
9,8221,19.785714285714,39,62.788086,9.350634,62.963867,9.350634
10,8259,36.928571428571,57,62.788086,9.434505,62.963867,9.350634
11,8260,22.785714285714,28,62.788086,9.434505,62.963867,9.098787
12,8261,19.785714285714,32,62.788086,9.434505,62.963867,9.182774
13,8262,16.071428571429,32,62.788086,9.434505,62.963867,9.266724
14,8263,18.071428571429,25,62.788086,9.434505,62.963867,9.434505
15,8264,27.5,45,62.788086,9.434505,62.963867,9.518339
16,8265,10.642857142857,18,62.788086,9.434505,62.963867,9.602135
17,8266,10.642857142857,20,62.788086,9.434505,63.051758,9.518339
18,8269,23.785714285714,28,62.788086,9.434505,63.051758,9.098787
19,8270,14.357142857143,34,62.788086,9.434505,63.051758,9.350634
20,8271,23.785714285714,36,62.788086,9.434505,63.13965,9.350634
21,8272,12.214285714286001,12,62.788086,9.434505,63.22754,9.434505
22,8273,15.071428571429,30,62.788086,9.434505,63.22754,9.68589
23,8277,13.214285714286001,15,62.788086,9.434505,64.106445,9.182774
24,8372,87.214285714286,180,62.875977,8.425543,62.963867,8.425543
25,8373,66.142857142857,117,62.875977,8.425543,62.963867,8.509829
26,8374,15.071428571429,35,62.875977,8.425543,62.963867,8.341221
27,8375,25.5,50,62.875977,8.425543,62.963867,8.594076
28,8376,18.071428571429,32,62.875977,8.425543,63.051758,8.425543
29,8377,19.071428571429,32,62.875977,8.425543,63.051758,8.509829
30,8378,19.071428571429,20,62.875977,8.425543,63.13965,8.425543
31,8380,10.642857142857,15,62.875977,8.425543,63.22754,8.256863
32,8381,17.071428571429,23,62.875977,8.425543,63.31543,8.172468
33,8382,10.642857142857,10,62.875977,8.425543,63.49121,8.425543
34,8386,19.785714285714,37,62.875977,8.9307,62.963867,8.9307
35,8393,43.642857142857,62,62.875977,9.68589,62.963867,9.68589
36,8394,16.071428571429,21,62.875977,9.68589,62.963867,9.769608
37,8395,10.642857142857,23,62.875977,9.68589,62.963867,9.602135
38,8396,14.928571428571,10,62.875977,9.68589,63.051758,9.68589
39,8431,12.357142857143,26,62.875977,8.509829,62.963867,8.509829
40,8439,12.357142857143,14,62.875977,8.678289,62.963867,8.678289
41,8440,28.5,34,62.875977,8.678289,62.963867,8.762463
42,8447,14.357142857143,26,62.875977,9.098787,62.963867,9.098787
43,8456,16.928571428571,17,62.875977,9.266724,62.963867,9.182774
44,8457,20.785714285714,41,62.875977,9.266724,62.963867,9.266724
45,8462,14.357142857143,38,62.875977,9.350634,62.963867,9.350634
46,8488,12.357142857143,26,62.963867,9.014763,62.963867,9.098787
47,8526,10.642857142857,37,62.963867,8.425543,62.963867,8.509829
48,8532,11.357142857143,30,62.963867,8.509829,62.963867,8.594076
49,8537,13.357142857143,51,62.963867,9.098787,62.963867,9.014763
50,8538,34.214285714286,84,62.963867,9.098787,62.963867,9.182774
51,8539,50.71428571428601,120,62.963867,9.098787,63.051758,9.098787
52,8540,19.071428571429,31,62.963867,9.182774,62.963867,9.098787
53,8541,10.642857142857,19,62.963867,9.266724,62.963867,9.182774
54,8543,14.857142857143,20,62.963867,9.266724,63.051758,9.266724
55,8560,16.5,12,62.963867,9.602135,62.963867,9.518339
56,8568,17.071428571429,17,63.051758,8.425543,63.051758,8.341221
57,8569,13.357142857143,22,63.051758,8.425543,63.051758,8.509829
58,8570,12.285714285713999,14,63.051758,8.425543,63.13965,8.509829
59,8571,65.42857142857099,59,63.051758,8.425543,63.13965,8.425543
60,8602,10.642857142857,12,63.051758,8.509829,63.13965,8.594076
61,8605,12.357142857143,35,63.051758,8.678289,62.963867,8.678289
62,8606,13.357142857143,23,63.051758,8.678289,63.051758,8.8466
63,8607,11.357142857143,27,63.051758,8.678289,63.051758,8.594076
64,8608,39.928571428571,75,63.051758,8.678289,63.051758,8.762463
65,8609,39.928571428571,86,63.051758,8.678289,63.13965,8.678289
66,8610,23.785714285714,49,63.051758,8.678289,63.13965,8.762463
67,8612,14.357142857143,24,63.051758,9.098787,62.963867,9.014763
68,8613,87.785714285714,133,63.051758,9.098787,62.963867,9.098787
69,8614,34.928571428571,38,63.051758,9.098787,62.963867,9.182774
70,8615,31.214285714286,68,63.051758,9.098787,63.051758,9.014763
71,8616,11.357142857143,12,63.051758,9.098787,63.051758,8.9307
72,8617,24.5,42,63.051758,9.098787,63.051758,9.182774
73,8618,10.642857142857,18,63.051758,9.098787,63.13965,9.014763
74,8619,17.071428571429,19,63.051758,9.853285,63.13965,9.853285
75,8620,14.357142857143,25,63.051758,9.936924,62.963867,9.936924
76,8621,13.357142857143,25,63.051758,10.020523,62.963867,10.020523
77,8622,17.071428571429,24,63.051758,10.020523,63.051758,10.104082
78,8623,11.357142857143,17,63.051758,10.020523,63.13965,10.187601
79,8648,11.0,14,63.051758,8.762463,63.051758,8.8466
80,8649,67.5,53,63.051758,8.762463,63.051758,8.678289
81,8650,21.142857142857,26,63.051758,8.762463,63.13965,8.762463
82,8652,17.071428571429,28,63.051758,9.350634,63.13965,9.350634
83,8654,10.642857142857,39,63.051758,10.854305,63.051758,10.93746
84,8655,13.357142857143,40,63.051758,10.93746,63.051758,10.854305
85,8656,15.071428571429,56,63.051758,10.93746,63.13965,10.93746
86,8675,30.214285714286,43,63.13965,8.509829,63.13965,8.594076
87,8678,15.071428571429,37,63.13965,8.678289,63.051758,8.678289
88,8681,11.357142857143,22,63.13965,10.271082,63.13965,10.187601
89,8747,11.357142857143,27,63.13965,9.350634,62.963867,9.350634
90,8748,10.285714285714,14,63.13965,9.350634,63.051758,9.266724
91,8749,24.428571428571,30,63.13965,9.350634,63.051758,9.434505
92,8750,52.236532933461,87,63.13965,9.350634,63.051758,9.350634
93,8751,22.785714285714,31,63.13965,9.350634,63.13965,9.266724
94,8752,21.5,31,63.13965,9.350634,63.13965,9.434505
95,8753,16.714285714286,12,63.13965,9.350634,63.13965,9.182774
96,8754,26.5,40,63.13965,9.350634,63.22754,9.350634
97,8755,28.5,35,63.13965,9.350634,63.22754,9.434505
98,8756,26.857142857143003,25,63.13965,9.350634,63.22754,9.266724
99,8757,25.5,68,63.13965,10.93746,63.051758,10.93746
100,8758,92.57142857142901,196,63.13965,11.435509,63.22754,11.435509
101,8767,20.785714285714,62,63.13965,8.425543,63.051758,8.425543
102,8768,11.357142857143,33,63.13965,8.425543,63.051758,8.341221
103,8770,13.857142857143,13,63.13965,9.518339,63.22754,9.518339
104,8771,12.357142857143,29,63.13965,9.68589,63.22754,9.68589
105,8789,13.857142857143,21,63.22754,9.350634,63.22754,9.434505
106,8790,14.357142857143,21,63.22754,9.602135,63.22754,9.68589
107,8792,13.357142857143,34,63.22754,9.769608,63.22754,9.68589
108,8821,21.785714285714,30,63.22754,8.9307,63.13965,8.9307
109,8822,11.357142857143,32,63.22754,8.9307,63.22754,9.014763
110,8823,13.357142857143,24,63.22754,8.9307,63.31543,8.9307
111,8825,13.357142857143,27,63.22754,9.014763,63.13965,9.014763
112,8826,25.5,48,63.22754,9.014763,63.22754,8.9307
113,8827,14.642857142857,18,63.22754,9.014763,63.31543,9.014763
114,8831,11.357142857143,43,63.22754,9.434505,63.22754,9.518339
115,8832,24.5,36,63.22754,9.518339,63.22754,9.434505
116,8836,119.42857142857001,281,63.22754,11.435509,63.13965,11.435509
117,8837,16.071428571429,45,63.22754,11.435509,63.22754,11.51837
118,8870,12.357142857143,17,63.22754,9.68589,63.13965,9.769608
119,8871,19.071428571429,21,63.22754,9.68589,63.13965,9.602135
120,8872,36.928571428571,53,63.22754,9.68589,63.13965,9.68589
121,8873,55.857142857143,55,63.22754,9.68589,63.22754,9.602135
122,8874,37.928571428571,35,63.22754,9.68589,63.22754,9.769608
123,8875,15.071428571429,19,63.22754,9.68589,63.22754,9.518339
124,8876,24.5,18,63.22754,9.68589,63.22754,9.853285
125,8877,19.785714285714,30,63.22754,9.68589,63.31543,9.602135
126,8878,51.642857142857,46,63.22754,9.68589,63.31543,9.769608
127,8879,19.071428571429,14,63.22754,9.68589,63.31543,9.853285
128,8880,60.357142857143,90,63.22754,9.68589,63.31543,9.68589
129,8881,12.357142857143,21,63.22754,11.51837,63.22754,11.435509
130,8882,18.0,31,63.22754,8.594076,63.22754,8.509829
131,8883,18.071428571429,38,63.22754,8.594076,63.22754,8.678289
132,8884,10.642857142857,15,63.22754,8.594076,63.31543,8.509829
133,8885,22.785714285714,33,63.22754,8.594076,63.31543,8.594076
134,8891,13.428571428571,13,63.31543,8.762463,63.40332,8.8466
135,8907,18.142857142857,22,63.31543,8.425543,63.22754,8.425543
136,8908,19.071428571429,37,63.31543,8.425543,63.31543,8.341221
137,8909,18.714285714286,19,63.31543,8.425543,63.40332,8.341221
138,8910,38.928571428571,82,63.31543,8.425543,63.40332,8.425543
139,8912,16.071428571429,26,63.31543,8.425543,63.49121,8.425543
140,8915,25.5,47,63.31543,8.678289,63.22754,8.678289
141,8916,17.928571428571,20,63.31543,8.678289,63.31543,8.762463
142,8917,12.357142857143,29,63.31543,8.678289,63.31543,8.594076
143,8918,18.071428571429,27,63.31543,8.678289,63.40332,8.678289
144,8920,12.357142857143,19,63.31543,9.769608,63.22754,9.68589
145,8921,56.5,37,63.31543,10.354521,63.31543,10.271082
146,8983,18.071428571429,44,63.31543,9.68589,63.22754,9.68589
147,8985,19.785714285714,10,63.31543,10.104082,63.22754,10.104082
148,8986,21.785714285714,62,63.31543,10.271082,63.31543,10.354521
149,8987,10.642857142857,32,63.31543,10.271082,63.40332,10.271082
150,8999,10.642857142857,19,63.40332,9.518339,63.49121,9.518339
151,9040,20.785714285714,59,63.40332,8.425543,63.31543,8.425543
152,9041,18.071428571429,43,63.40332,8.425543,63.40332,8.509829
153,9042,11.357142857143,36,63.40332,8.425543,63.40332,8.341221
154,9043,43.642857142857,88,63.40332,8.425543,63.49121,8.425543
155,9044,14.357142857143,19,63.40332,9.434505,63.31543,9.350634
156,9045,15.071428571429,35,63.40332,9.434505,63.40332,9.518339
157,9046,19.071428571429,41,63.40332,9.434505,63.40332,9.350634
158,9047,36.928571428571,74,63.40332,9.434505,63.49121,9.434505
159,9048,18.071428571429,48,63.40332,9.434505,63.49121,9.518339
160,9049,16.214285714286,16,63.40332,9.602135,63.40332,9.68589
161,9051,14.357142857143,20,63.40332,10.104082,63.40332,10.020523
162,9052,43.642857142857,48,63.40332,10.104082,63.49121,10.104082
163,9057,10.642857142857,22,63.40332,8.9307,63.31543,8.9307
164,9058,13.357142857143,23,63.40332,8.9307,63.40332,9.014763
165,9060,19.785714285714,45,63.40332,8.9307,63.49121,8.9307
166,9070,15.071428571429,22,63.49121,8.594076,63.49121,8.425543
167,9072,22.785714285714,19,63.49121,8.8466,63.5791,8.8466
168,9073,11.357142857143,21,63.49121,9.350634,63.49121,9.266724
169,9074,13.357142857143,26,63.49121,9.350634,63.5791,9.350634
170,9075,30.214285714286,72,63.49121,10.104082,63.40332,10.104082
171,9077,16.071428571429,16,63.49121,10.271082,63.49121,10.187601
172,9092,12.214285714286001,14,63.49121,8.425543,63.22754,8.425543
173,9093,22.785714285714,26,63.49121,8.425543,63.31543,8.425543
174,9095,26.5,50,63.49121,8.425543,63.31543,8.172468
175,9096,10.642857142857,17,63.49121,8.425543,63.31543,8.341221
176,9097,45.642857142857,74,63.49121,8.425543,63.40332,8.509829
177,9098,29.142857142856997,38,63.49121,8.425543,63.40332,8.341221
178,9099,123.07142857142999,220,63.49121,8.425543,63.40332,8.425543
179,9100,26.5,43,63.49121,8.425543,63.40332,8.594076
180,9101,43.642857142857,49,63.49121,8.425543,63.49121,8.594076
181,9103,116.28571428571001,235,63.49121,8.425543,63.49121,8.509829
182,9104,27.5,38,63.49121,8.425543,63.49121,8.678289
183,9105,16.071428571429,20,63.49121,8.425543,63.49121,8.256863
184,9106,51.21428571428601,83,63.49121,8.425543,63.49121,8.341221
185,9107,19.785714285714,31,63.49121,8.425543,63.5791,8.256863
186,9108,192.0,307,63.49121,8.425543,63.5791,8.425543
187,9109,87.214285714286,153,63.49121,8.425543,63.5791,8.341221
188,9110,78.57142857142901,115,63.49121,8.425543,63.5791,8.509829
189,9111,25.5,40,63.49121,8.425543,63.5791,8.594076
190,9112,29.214285714286,47,63.49121,8.425543,63.666992,8.425543
191,9113,13.357142857143,22,63.49121,8.425543,63.666992,8.0880375
192,9114,22.785714285714,33,63.49121,8.425543,63.666992,8.341221
193,9115,31.214285714286,42,63.49121,8.425543,63.666992,8.509829
194,9116,13.357142857143,21,63.49121,8.425543,63.666992,8.594076
195,9117,13.142857142857,13,63.49121,8.425543,63.754883,8.594076
196,9119,19.071428571429,40,63.49121,8.425543,63.754883,8.678289
197,9121,37.928571428571,95,63.49121,8.509829,63.49121,8.425543
198,9122,19.071428571429,30,63.49121,8.678289,63.49121,8.425543
199,9124,17.071428571429,28,63.49121,8.678289,63.5791,8.678289
200,9125,13.214285714286001,20,63.49121,8.678289,63.5791,8.762463
201,9127,12.357142857143,27,63.49121,8.9307,63.40332,8.9307
202,9170,10.5,11,63.49121,9.434505,63.31543,9.518339
203,9171,19.5,15,63.49121,9.434505,63.31543,9.350634
204,9172,21.785714285714,43,63.49121,9.434505,63.40332,9.518339
205,9173,14.714285714286001,12,63.49121,9.434505,63.40332,9.350634
206,9174,37.928571428571,63,63.49121,9.434505,63.40332,9.434505
207,9175,12.142857142857,20,63.49121,9.434505,63.40332,9.602135
208,9176,12.357142857143,20,63.49121,9.434505,63.49121,9.350634
209,9177,88.214285714286,160,63.49121,9.434505,63.49121,9.518339
210,9178,10.571428571429,21,63.49121,9.434505,63.5791,9.518339
211,9179,24.5,18,63.49121,9.434505,63.5791,9.350634
212,9180,28.5,41,63.49121,9.434505,63.5791,9.434505
213,9181,12.071428571429,18,63.49121,9.518339,63.31543,9.350634
214,9182,19.785714285714,38,63.49121,9.518339,63.40332,9.518339
215,9183,19.785714285714,29,63.49121,9.518339,63.40332,9.434505
216,9184,11.928571428571,16,63.49121,9.518339,63.49121,9.602135
217,9185,80.142857142857,118,63.49121,9.518339,63.49121,9.434505
