,index,Baseline: People Moving,Crisis: People Moving,x0,y0,x1,y1
0,6873,29.666666666667,66,62.788086,8.425543,62.963867,8.425543
1,6874,24.0,48,62.788086,8.425543,62.963867,8.509829
2,6875,13.0,33,62.788086,8.425543,62.963867,8.594076
3,6876,10.333333333333,23,62.788086,8.425543,63.051758,8.425543
4,6877,14.0,23,62.788086,8.425543,63.051758,8.256863
5,6878,13.0,17,62.788086,8.425543,63.051758,8.509829
6,6879,15.666666666666998,37,62.788086,8.425543,63.051758,8.678289
7,6880,14.0,15,62.788086,8.425543,63.13965,8.425543
8,6881,22.333333333333,13,62.788086,8.425543,63.22754,8.256863
9,6882,37.333333333333,40,62.788086,8.425543,63.31543,8.172468
10,6883,20.333333333333,16,62.788086,8.425543,63.49121,8.425543
11,6885,20.333333333333,16,62.788086,8.425543,63.666992,8.0880375
12,6907,13.0,35,62.788086,9.350634,62.963867,9.350634
13,6908,11.0,14,62.788086,9.350634,62.963867,9.098787
14,6938,26.0,54,62.788086,9.434505,62.963867,9.350634
15,6939,28.0,32,62.788086,9.434505,62.963867,9.098787
16,6940,19.333333333333,31,62.788086,9.434505,62.963867,9.182774
17,6941,14.0,25,62.788086,9.434505,62.963867,9.266724
18,6942,16.666666666667,27,62.788086,9.434505,62.963867,9.434505
19,6943,21.333333333333,39,62.788086,9.434505,62.963867,9.518339
20,6944,11.0,23,62.788086,9.434505,62.963867,9.602135
21,6945,11.0,15,62.788086,9.434505,63.051758,9.518339
22,6946,23.333333333333,31,62.788086,9.434505,63.051758,9.098787
23,6947,16.666666666667,24,62.788086,9.434505,63.051758,9.350634
24,6948,26.0,35,62.788086,9.434505,63.13965,9.350634
25,6949,17.666666666667,12,62.788086,9.434505,63.22754,9.434505
26,6950,16.666666666667,20,62.788086,9.434505,63.22754,9.68589
27,7045,63.6,132,62.875977,8.425543,62.963867,8.425543
28,7046,39.333333333333,90,62.875977,8.425543,62.963867,8.509829
29,7047,11.0,28,62.875977,8.425543,62.963867,8.341221
30,7048,21.333333333333,40,62.875977,8.425543,62.963867,8.594076
31,7049,14.666666666666998,41,62.875977,8.425543,63.051758,8.425543
32,7050,17.666666666667,33,62.875977,8.425543,63.051758,8.509829
33,7051,13.0,10,62.875977,8.425543,63.051758,8.678289
34,7052,18.666666666667,26,62.875977,8.425543,63.13965,8.425543
35,7053,14.666666666666998,11,62.875977,8.425543,63.22754,8.256863
36,7055,20.333333333333,24,62.875977,8.425543,63.31543,8.172468
37,7056,13.0,10,62.875977,8.425543,63.49121,8.425543
38,7062,18.666666666667,55,62.875977,9.68589,62.963867,9.68589
39,7102,10.333333333333,26,62.875977,9.266724,62.963867,9.266724
40,7107,13.0,40,62.875977,9.350634,62.963867,9.350634
41,7135,12.0,32,62.963867,8.425543,62.963867,8.509829
42,7143,12.0,38,62.963867,9.098787,62.963867,9.014763
43,7144,29.666666666667,70,62.963867,9.098787,62.963867,9.182774
44,7145,32.666666666667,95,62.963867,9.098787,63.051758,9.098787
45,7147,15.666666666666998,38,62.963867,9.182774,62.963867,9.098787
46,7165,21.333333333333,71,63.051758,8.425543,63.13965,8.425543
47,7201,23.333333333333,64,63.051758,8.678289,63.051758,8.762463
48,7202,25.0,65,63.051758,8.678289,63.13965,8.678289
49,7203,13.0,35,63.051758,8.678289,63.13965,8.762463
50,7205,53.333333333332995,99,63.051758,9.098787,62.963867,9.098787
51,7206,15.666666666666998,31,63.051758,9.098787,62.963867,9.182774
52,7207,17.666666666667,47,63.051758,9.098787,63.051758,9.014763
53,7208,12.0,31,63.051758,9.098787,63.051758,9.182774
54,7210,11.0,25,63.051758,10.020523,62.963867,10.020523
55,7211,13.0,30,63.051758,10.020523,63.051758,10.104082
56,7235,25.0,41,63.051758,8.762463,63.051758,8.678289
57,7237,12.0,30,63.051758,9.350634,63.13965,9.350634
58,7251,13.0,33,63.13965,8.678289,63.051758,8.678289
59,7307,20.333333333333,46,63.13965,9.350634,63.051758,9.350634
60,7308,10.333333333333,15,63.13965,9.350634,63.13965,9.266724
61,7309,10.333333333333,20,63.13965,9.350634,63.13965,9.434505
62,7310,10.333333333333,30,63.13965,9.350634,63.22754,9.434505
63,7315,72.933333333333,152,63.13965,11.435509,63.22754,11.435509
64,7327,20.333333333333,52,63.13965,8.425543,63.051758,8.425543
65,7335,10.333333333333,17,63.22754,9.350634,63.13965,9.350634
66,7336,11.0,22,63.22754,9.602135,63.22754,9.68589
67,7351,14.0,38,63.22754,8.9307,63.22754,9.014763
68,7352,10.333333333333,41,63.22754,9.014763,63.22754,8.9307
69,7356,93.53333333333299,166,63.22754,11.435509,63.13965,11.435509
70,7359,12.0,28,63.22754,11.435509,63.22754,11.51837
71,7391,16.666666666667,40,63.22754,9.68589,63.13965,9.68589
72,7392,23.333333333333,55,63.22754,9.68589,63.22754,9.602135
73,7393,15.666666666666998,33,63.22754,9.68589,63.22754,9.769608
74,7394,17.666666666667,47,63.22754,9.68589,63.31543,9.769608
75,7395,29.666666666667,67,63.22754,9.68589,63.31543,9.68589
76,7414,20.333333333333,59,63.31543,8.425543,63.40332,8.425543
77,7415,10.333333333333,16,63.31543,8.425543,63.49121,8.425543
78,7416,11.0,36,63.31543,8.678289,63.22754,8.678289
79,7417,11.0,23,63.31543,8.678289,63.40332,8.678289
80,7418,17.666666666667,17,63.31543,9.769608,63.22754,9.68589
81,7419,16.666666666667,45,63.31543,10.354521,63.31543,10.271082
82,7467,13.0,35,63.31543,9.68589,63.22754,9.68589
83,7469,17.666666666667,61,63.31543,10.271082,63.31543,10.354521
84,7476,10.333333333333,26,63.40332,8.509829,63.49121,8.425543
85,7505,13.0,43,63.40332,8.425543,63.31543,8.425543
86,7506,39.333333333333,81,63.40332,8.425543,63.49121,8.425543
87,7509,11.0,43,63.40332,9.434505,63.40332,9.518339
88,7510,27.0,80,63.40332,9.434505,63.49121,9.434505
89,7511,14.0,47,63.40332,9.434505,63.49121,9.518339
90,7514,18.666666666667,32,63.40332,10.104082,63.49121,10.104082
91,7521,10.333333333333,30,63.40332,8.9307,63.49121,8.9307
92,7524,10.733333333333,17,63.49121,8.594076,63.49121,8.425543
93,7525,20.333333333333,62,63.49121,10.104082,63.40332,10.104082
94,7539,10.333333333333,11,63.49121,8.425543,63.22754,8.256863
95,7540,14.666666666666998,23,63.49121,8.425543,63.31543,8.425543
96,7541,20.333333333333,19,63.49121,8.425543,63.31543,8.172468
97,7542,23.333333333333,59,63.49121,8.425543,63.40332,8.509829
98,7543,17.666666666667,23,63.49121,8.425543,63.40332,8.341221
99,7544,71.933333333333,141,63.49121,8.425543,63.40332,8.425543
100,7545,18.666666666667,28,63.49121,8.425543,63.40332,8.594076
101,7546,24.0,54,63.49121,8.425543,63.49121,8.594076
102,7547,75.46666666666701,175,63.49121,8.425543,63.49121,8.509829
103,7548,27.0,32,63.49121,8.425543,63.49121,8.678289
104,7549,13.0,18,63.49121,8.425543,63.49121,8.256863
105,7550,30.666666666667,75,63.49121,8.425543,63.49121,8.341221
106,7551,13.0,25,63.49121,8.425543,63.5791,8.256863
107,7552,105.2,230,63.49121,8.425543,63.5791,8.425543
108,7553,56.866666666667,108,63.49121,8.425543,63.5791,8.341221
109,7554,43.0,84,63.49121,8.425543,63.5791,8.509829
110,7555,15.666666666666998,30,63.49121,8.425543,63.5791,8.594076
